User,Tweet Count,Date/Time,Compound,Negative,Neutral,Positive,Text
CBS,60,2018-04-16 02:04:45+00:00,0.0,0.0,1.0,0.0,Always be yourself. Unless you can be @carrieunderwood. Then be Carrie Underwood! #ACMawards #CryPretty https://t.co/32n0QJ1FLD
CBS,59,2018-04-16 02:02:19+00:00,-0.5423,0.189,0.811,0.0,"RT @VeldmanKylie: Carrie Underwood gives me chills everytime she performs, she always kills it 🔥❤ #ACMawards"
CBS,58,2018-04-16 01:47:20+00:00,0.0,0.0,1.0,0.0,Hands up for @littlebigtown at the #ACMawards🙌 https://t.co/o8YFtpGLfK
CBS,57,2018-04-16 01:47:01+00:00,0.7707,0.0,0.677,0.323,RT @reba: So good to see my friend Eve twice this week! @therealeve @acmawards #acmawards https://t.co/a6LxEaQt8L
CBS,56,2018-04-16 01:46:34+00:00,0.5859,0.0,0.759,0.241,See all the amazing red carpet looks from the 53rd #ACMawards: https://t.co/ZeZiMXphFK https://t.co/Gi79cuuVPm
CBS,55,2018-04-16 01:41:44+00:00,0.8374,0.0,0.602,0.398,RT @maddymika_: the ACM awards are the BEST night of the year 😍😍😍❣️❣️❣️ #ACMAwards
CBS,54,2018-04-16 01:40:16+00:00,-0.7027,0.368,0.632,0.0,🚨 Sound the alarm because @mirandalambert is on FIRE 🔥 at the #ACMawards! https://t.co/11vshBs4EV
CBS,53,2018-04-16 01:36:25+00:00,-0.3254,0.34,0.451,0.209,RT @Skylar_Jean: @mirandalambert can do NO wrong. She is perfection. #ACMawards
CBS,52,2018-04-16 01:36:19+00:00,0.4588,0.0,0.769,0.231,RT @EmilyyBruorton: @mirandalambert is my all time favorite 🔥#ACMAwards #keeperoftheflame #thebest
CBS,51,2018-04-16 01:34:44+00:00,0.0,0.0,1.0,0.0,Hats off to @Jason_Aldean! 🤠 #ACMawards https://t.co/1WSjnafKoX
CBS,50,2018-04-16 01:33:02+00:00,0.6222,0.0,0.761,0.239,RT @alyssaa711: Country music just brings so much joy to my heart ❤️ #ACMawards
CBS,49,2018-04-16 01:32:27+00:00,0.891,0.075,0.543,0.382,"She may hate love songs, but @KelseaBallerini knows how to write a great one. 💕 Give her a round of applause for th… https://t.co/r50viWNM0Z"
CBS,48,2018-04-16 01:29:12+00:00,0.8588,0.0,0.596,0.404,The feeling when you win Vocal Group of the Year at the #ACMawards 🎉 Congratulations to @OldDominion! https://t.co/4SjYLtwLXy
CBS,47,2018-04-16 01:25:58+00:00,0.0,0.0,1.0,0.0,RT @LouisianaNashie: Way to go Old Dominion #acmawards
CBS,46,2018-04-16 01:24:45+00:00,0.4199,0.0,0.843,0.157,There's nothing in the world like that performance by @KeithUrban and @juliamichaels. Nicole Kidman agrees!… https://t.co/VlwVUkNZCi
CBS,45,2018-04-16 01:23:22+00:00,0.8902,0.0,0.654,0.346,RT @AbigailRamage: @reba is slaying the game! Loving her outfits and her puns. She is absolutely stunning!! My all time fave ❤️❤️ #ACMAwards
CBS,44,2018-04-16 01:19:11+00:00,0.5994,0.0,0.766,0.234,"First-ever #ACMAwards winner @BrettYoungMusic stuns the crowd with an incredible performance of his hit, ""In Case Y… https://t.co/ftoksP7HrZ"
CBS,43,2018-04-16 01:09:49+00:00,0.7184,0.0,0.625,0.375,RT @tiffstarr16: ACM awards are my favorite time of the year😍 #ACMawards
CBS,42,2018-04-16 01:08:07+00:00,0.0,0.0,1.0,0.0,RT @adelleborchetta: Loooove this song!!! @kanebrown and @Lauren_Alaina #WhatIfs #ACMAwards 😍❤️🎉
CBS,41,2018-04-16 01:07:45+00:00,0.0,0.0,1.0,0.0,RT @kel_lee213: That Kane Brown performance 😍🤩👏 #kanebrown #whatif #ACMawards #country
CBS,40,2018-04-16 01:06:21+00:00,0.6696,0.0,0.837,0.163,"What if you were made for us, and we were made for you!? ❤️ How much did you love @kanebrown and @Lauren_Alaina's d… https://t.co/xiZQ5wgddc"
CBS,39,2018-04-16 01:04:17+00:00,0.5255,0.0,0.78,0.22,What a performance! @gwenstefani was all smiles when @blakeshelton was on stage. #ACMawards https://t.co/yxbA1DbieE
CBS,38,2018-04-16 01:01:33+00:00,0.6688,0.0,0.572,0.428,RT @wendyjo3: #ACMawards loved that @blakeshelton performance!!
CBS,37,2018-04-16 00:58:51+00:00,0.0,0.0,1.0,0.0,"Making her first-ever appearance at the #ACMAwards, @BebeRexha performs her chart-topping collaboration with… https://t.co/u1KXKrCbdD"
CBS,36,2018-04-16 00:51:28+00:00,0.4199,0.0,0.811,0.189,This song by @ladyantebellum sounds like the single for the summer! 🎶 #ACMawards https://t.co/81aj1vqFYh
CBS,35,2018-04-16 00:50:09+00:00,0.5719,0.0,0.619,0.381,RT @42nagirl: Lady Antebellum is perfection. #ACMawards
CBS,34,2018-04-16 00:47:48+00:00,0.8513,0.0,0.611,0.389,"Hot off the presses! Congratulations on your win and your newborn twins, @ChrisStapleton ! #ACMawards https://t.co/4e9qhxMN69"
CBS,33,2018-04-16 00:35:51+00:00,0.857,0.0,0.587,0.413,RT @_miracarrara: #ACMawards I am so happy “Tin Man” won song of the year. amazing😍@mirandalambert
CBS,32,2018-04-16 00:34:38+00:00,0.8118,0.0,0.487,0.513,RT @TheAmelieAnna: Yaaas! @mirandalambert congrats on #Tinman winning! #ACMAwards
CBS,31,2018-04-16 00:33:32+00:00,0.8398,0.0,0.579,0.421,Congratulations to @mirandalambert for her #ACMawards win for Song of the Year! https://t.co/pucK1Us49R
CBS,30,2018-04-16 00:28:40+00:00,0.4199,0.0,0.811,0.189,Looks like @BebeRexha and @FLAGALine are “Meant To Be” at the #ACMawards! 🎶 https://t.co/0RvqyJ9geh
CBS,29,2018-04-16 00:22:23+00:00,0.8225,0.0,0.678,0.322,RT @AlliCat028: Loving the show so far. @ChrisYoungMusic rocked it and of course @reba is perfect. @ACMawards #ACMAwards
CBS,28,2018-04-16 00:20:59+00:00,0.8271,0.0,0.588,0.412,RT if you loved that amazing performance of “Rich” by @MarenMorris 💸 #ACMawards https://t.co/3FeWpdOSl6
CBS,27,2018-04-16 00:09:58+00:00,0.4753,0.0,0.744,0.256,"Give a round of applause for the #ACMawards host, @reba! 👏 https://t.co/ilIBWn6VIn"
CBS,26,2018-04-16 00:04:04+00:00,0.6369,0.0,0.826,0.174,RT @JustinPlummer15: Laid up in bed with my dog watching the #ACMAwards is the best way to spend Sunday night 👌🏻
CBS,25,2018-04-15 23:59:46+00:00,0.6996,0.0,0.721,0.279,Get ready to see your favorite country stars light up the night. The #ACMawards start NOW! https://t.co/SCf66kSWxT
CBS,24,2018-04-15 23:30:00+00:00,0.0,0.0,1.0,0.0,Kick your boots off and stream the 53rd #ACMawards in 30 minutes on CBS All Access: https://t.co/sdTTidJYre https://t.co/pyi23nBPSH
CBS,23,2018-04-15 22:00:02+00:00,0.5093,0.0,0.87,0.13,Tonight's the night! Tune in at 8/7c to see @reba and all your favorite country artists take Vegas by storm at the… https://t.co/UlPpES5eN8
CBS,22,2018-04-15 21:00:01+00:00,0.1759,0.0,0.922,0.078,The anticipation is real. Just three hours away from the 53rd #ACMawards! Tune in at 8/7c on CBS All Access:… https://t.co/9os3PJ4pyQ
CBS,21,2018-04-15 20:00:01+00:00,0.6369,0.0,0.802,0.198,"Are you ready to party with @dariusrucker in a few hours at the #ACMawards? Watch the show LIVE at 8/7c on CBS, or… https://t.co/xAGKgZFRoD"
CBS,20,2018-04-15 16:00:01+00:00,0.0,0.0,1.0,0.0,Look out for @LukeBryanOnline's performance tonight at the 53rd #ACMawards! https://t.co/dgxgsfj5Hg
CBS,19,2018-04-14 23:00:01+00:00,0.34,0.0,0.893,0.107,Are you as excited for the #ACMawards as @KelseaBallerini? This Female Vocalist Of The Year nominee is taking the s… https://t.co/JSj5jGH25H
CBS,18,2018-04-14 20:26:59+00:00,0.0,0.0,1.0,0.0,Watch @Jason_Aldean and @ThomasRhett take a break from rehearsals to spend quality time with Route 91 Survivors.… https://t.co/TiDfaYxJUm
CBS,17,2018-04-14 18:17:12+00:00,0.8402,0.0,0.625,0.375,Country's brightest stars like @ThomasRhett are ready to pour their hearts out during their performances tomorrow n… https://t.co/m3zOG8M8lw
CBS,16,2018-04-14 14:00:00+00:00,0.4574,0.0,0.864,0.136,You’re invited to Country Music's Party of the Year®! Here's everything you need to know before watching the 53rd… https://t.co/Xr4iamFD7t
CBS,15,2018-04-13 22:33:38+00:00,0.4003,0.0,0.77,0.23,Get excited! @NCIS_CBS has been renewed for Season 16. https://t.co/JnL0D0vMsV
CBS,14,2018-04-13 22:02:29+00:00,0.3612,0.0,0.884,0.116,What goes into putting on an extraordinary show like the 53rd #ACMawards? Head behind the scenes with the executive… https://t.co/2sFRfYNAku
CBS,13,2018-04-13 21:49:53+00:00,0.4939,0.0,0.824,0.176,Enjoy this #FlashbackFriday revisiting @ThomasRhett @KaceyMusgraves and more of country's biggest names for their f… https://t.co/cnCQBnP1xI
CBS,12,2018-04-13 19:54:31+00:00,0.7088,0.0,0.718,0.282,"Host of the 53rd #ACMawards @reba is ready for ""family, friends, and getting together"" this Sunday! https://t.co/y25ZipnL32"
CBS,11,2018-04-13 17:46:40+00:00,0.0,0.0,1.0,0.0,It's almost time for Broadway's Biggest Night! @katharinemcphee and @leslieodomjr are set to announce nominations f… https://t.co/oHbuSD5ijc
CBS,10,2018-04-13 16:58:12+00:00,0.0,0.0,1.0,0.0,"In two days, Vocal Group Of The Year nominee @ladyantebellum will be serenading fans from the 53rd #ACMawards stage… https://t.co/ku9cnef29x"
CBS,9,2018-04-12 21:00:00+00:00,0.0,0.0,1.0,0.0,"In just a few days, country superstar @KeithUrban will take center stage with @juliamichaels to perform his new sin… https://t.co/he6TsePMgA"
CBS,8,2018-04-12 19:00:03+00:00,0.4939,0.0,0.873,0.127,Country star @MarenMorris lit up the stage in honor of @eltonofficial and she's about to belt it out again at the 5… https://t.co/OkGaL9MlB2
CBS,7,2018-04-12 18:06:10+00:00,0.4389,0.0,0.855,0.145,"Comedian, actor, and global superstar @KevinHart4real will host CBS’ new TV competition TKO: TOTAL KNOCK OUT! Learn… https://t.co/0XfMAoakDM"
CBS,6,2018-04-12 16:08:57+00:00,0.8442,0.0,0.676,0.324,You may be surprised to learn some of your favorite TV stars have deep southern roots and a love for country music.… https://t.co/rCoNVI0qeT
CBS,5,2018-04-11 23:19:26+00:00,0.0,0.0,1.0,0.0,RT @TheTalkCBS: WATCH: @Reba McEntire AND @kelly_clarkson will be singing a duet together at the #ACMs! Check out which song they chose 👍 h…
CBS,4,2018-04-11 22:24:38+00:00,0.296,0.0,0.891,0.109,"This Sunday night, @carrieunderwood will be taking the stage to share her soon-to-be-released single live at the 53… https://t.co/NRS6RAaKZK"
CBS,3,2018-04-11 14:58:56+00:00,0.6809,0.213,0.449,0.338,"Pets—you can't help but love 'em! Celebrate #NationalPetDay with more sweet, unexpected moments between Frasier and… https://t.co/o4gNRN42su"
CBS,2,2018-04-11 14:07:00+00:00,0.5574,0.0,0.805,0.195,"Today, 53rd #ACMawards host @reba will be answering fan questions when she takes to Facebook Live. Be sure to tune… https://t.co/vsSjAPFW1Z"
CBS,1,2018-04-11 13:35:30+00:00,0.0,0.0,1.0,0.0,"Country stars @JonPardi, @OfficialJackson, and more to perform ""ACM Flashbacks"" at the 53rd #ACMawards. Learn more… https://t.co/z2KEo3PVUN"
CNN,100,2018-04-29 00:05:50+00:00,0.0,0.0,1.0,0.0,"Former White House Communications Director Anthony Scaramucci says President Trump ""probably has a conflicted view… https://t.co/tHaVAeoSOk"
CNN,99,2018-04-29 00:00:05+00:00,-0.2023,0.127,0.8,0.073,Why President Trump's snubbing of the White House correspondents' dinner matters https://t.co/Z0zmOipmmI | Analysis… https://t.co/pMbmogZ8Jr
CNN,98,2018-04-28 23:57:23+00:00,0.5423,0.102,0.671,0.226,RT @CNNPolitics: President Trump attacks Democrats at the rally: “The Democrats don’t care about our military ... they don’t care about our…
CNN,97,2018-04-28 23:53:14+00:00,0.0,0.0,1.0,0.0,"The crowd in Washington Township, Michigan, chants ""Nobel! Nobel!"" as President Trump talks North Korea… https://t.co/qPS4cnChG2"
CNN,96,2018-04-28 23:48:43+00:00,0.0,0.0,1.0,0.0,"President Trump started his rally in Michigan with a jab at the White House Correspondents' Dinner: ""I'd rather be… https://t.co/42suPwG9x5"
CNN,95,2018-04-28 23:42:01+00:00,0.4336,0.0,0.875,0.125,"President Trump speaks at a rally in Michigan: “We need to elect more Republicans so we can protect our cities, def… https://t.co/hVT6m8l0W0"
CNN,94,2018-04-28 23:39:00+00:00,0.0,0.0,1.0,0.0,RT @CNNPolitics: Former White House economic adviser Gary Cohn at the White House Correspondents’ Dinner: “Freedom of the press is very imp…
CNN,93,2018-04-28 23:36:51+00:00,-0.5423,0.232,0.657,0.111,"Larry Harvey, the founder of the Burning Man festival now held in Nevada, has died at age 70 after suffering a stro… https://t.co/FuL6HCtoE0"
CNN,92,2018-04-28 23:33:51+00:00,0.0,0.0,1.0,0.0,"President Trump speaks in Washington Township, Michigan. https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/ZjWccYtjb5"
CNN,91,2018-04-28 23:30:04+00:00,-0.296,0.194,0.694,0.111,"Bill Cosby prosecutor ""filled with awe"" after his guilty verdict https://t.co/HXgMtbkF22 https://t.co/UsFxnGeDAt"
CNN,90,2018-04-28 23:27:03+00:00,0.0,0.0,1.0,0.0,President Trump is skipping tonight's annual White House correspondents' dinner to hold a campaign rally in Michiga… https://t.co/fxwpDSzkkn
CNN,89,2018-04-28 23:26:56+00:00,0.0,0.0,1.0,0.0,"President Trump is holding a campaign-style rally in Washington Township, Michigan. Follow live updates:… https://t.co/93luKEW5RT"
CNN,88,2018-04-28 23:20:07+00:00,0.0,0.0,1.0,0.0,President Trump is skipping the White House correspondents' dinner for the second year in a row. Follow live update… https://t.co/mg4u9Fk0cr
CNN,87,2018-04-28 23:13:01+00:00,0.3612,0.0,0.872,0.128,White House press secretary Sarah Sanders says President Trump encouraged his staff to attend this year's correspon… https://t.co/fWR05TuG2G
CNN,86,2018-04-28 23:00:06+00:00,0.4939,0.0,0.814,0.186,"Seattle Seahawks draft a player with one hand, the first in modern NFL history https://t.co/GGyUneemM8 https://t.co/nAmkAvcQxk"
CNN,85,2018-04-28 22:56:00+00:00,0.0,0.0,1.0,0.0,"CNN's Brian Stelter says dozens of White House officals attending the Correspondents' Dinner ""shows how hollow the… https://t.co/vXjozorGTz"
CNN,84,2018-04-28 22:49:03+00:00,0.3182,0.0,0.858,0.142,Jean-Eric Vergne claims an emotional victory in his home city of Paris to extend his title lead in the Formula E ch… https://t.co/7vfgtWkPil
CNN,83,2018-04-28 22:42:57+00:00,0.0,0.0,1.0,0.0,CNN's Dianne Gallagher reports that a big crowd of people is lined up waiting to attend a Trump rally in Michigan.… https://t.co/vcf8G8SyvL
CNN,82,2018-04-28 22:34:05+00:00,0.0,0.0,1.0,0.0,Largest child sacrifice in history discovered in Peru https://t.co/F6JCXFLqga https://t.co/AMp8qB0w9A
CNN,81,2018-04-28 22:27:00+00:00,0.0,0.0,1.0,0.0,"""The President is known to go in all sorts of directions at these rallies. ... he's among his supporters."" CNN's Bo… https://t.co/KiBd3ij56I"
CNN,80,2018-04-28 22:20:08+00:00,-0.296,0.145,0.855,0.0,Democrats need to stop believing this myth about Trump's base https://t.co/9pnZ8nW2te (via @CNNOpinion) https://t.co/8TYAwvpJWs
CNN,79,2018-04-28 22:13:12+00:00,0.0,0.0,1.0,0.0,Former White House press secretary Sean Spicer arrives on the red carpet of the White House Correspondents' Dinner.… https://t.co/Y26NWl3MDj
CNN,78,2018-04-28 22:00:03+00:00,0.4939,0.0,0.802,0.198,Alfie's Army rallies behind his family and releases balloons in his honor https://t.co/S2lrmgGwDq https://t.co/wgwohD5XZT
CNN,77,2018-04-28 21:45:06+00:00,-0.743,0.333,0.597,0.07,"Thousands protest after men are cleared of rape in Spain's ""wolf pack"" case https://t.co/pk0Lcaa4WV https://t.co/3xdwBoqpPe"
CNN,76,2018-04-28 21:30:08+00:00,0.5574,0.142,0.526,0.332,Joy Reid apologizes and says experts haven't proven she was hacked https://t.co/AuWUmc769z https://t.co/fKTdJtR6yp
CNN,75,2018-04-28 21:15:07+00:00,0.0,0.0,1.0,0.0,"British supermarket chain Sainsbury's in ""advanced"" merger talks with Walmart's Asda https://t.co/qFGHFsnda1 https://t.co/kk8MNJm212"
CNN,74,2018-04-28 21:00:08+00:00,0.0,0.0,1.0,0.0,President Trump to skip White House Correspondents' Dinner for Michigan rally https://t.co/PcCNRpqnGh https://t.co/OgmRtq8l80
CNN,73,2018-04-28 20:45:03+00:00,0.0,0.0,1.0,0.0,"President Trump may have just had a breakthrough, writes Frida Ghitis for @CNNOpinion https://t.co/eXXqkgZ1jr https://t.co/odHr6m14yU"
CNN,72,2018-04-28 20:30:05+00:00,0.0,0.0,1.0,0.0,What to expect at the White House Correspondents' dinner https://t.co/7cpfigUXYM https://t.co/rAzCEqJOu7
CNN,71,2018-04-28 20:15:05+00:00,0.5859,0.0,0.625,0.375,Veterans' grass-roots movement shares health benefits of marijuana https://t.co/ASR2JEfHXL https://t.co/g2obaa6tAS
CNN,70,2018-04-28 20:00:10+00:00,0.5267,0.0,0.726,0.274,"North Korean state media praises ""historic"" Kim-Moon summit https://t.co/yoEiSPqb7J https://t.co/vAkN23ucHn"
CNN,69,2018-04-28 19:45:06+00:00,0.7506,0.0,0.714,0.286,South Koreans dare to hope of once unthinkable peace with North Korean leader Kim Jong Un https://t.co/IQZjkgkyFd https://t.co/Yf0AtCoWZw
CNN,68,2018-04-28 19:30:14+00:00,0.0,0.0,1.0,0.0,"Texas voter ID law can go into effect, appeals court panel rules https://t.co/KUMDKOEA0I https://t.co/HO460OF9o4"
CNN,67,2018-04-28 19:15:09+00:00,0.0,0.192,0.548,0.26,This bill could weaken the protection of a credit freeze https://t.co/mmVkY9BttT https://t.co/KDVxAnSYQO
CNN,66,2018-04-28 19:00:06+00:00,0.7184,0.0,0.647,0.353,"China and India agree to maintain border peace, as summit ends https://t.co/mbe9FCpyAc https://t.co/13e9MUtA2v"
CNN,65,2018-04-28 18:45:07+00:00,0.4215,0.127,0.633,0.241,Australian Olympian Peter Norman honored over 1968 black power protest https://t.co/Am7VJfOwCS https://t.co/rj0fzhzawB
CNN,64,2018-04-28 18:30:06+00:00,0.0,0.0,1.0,0.0,Who is Meghan Markle's future husband? https://t.co/xrBmz2CcXG https://t.co/Eg76r4rwnl
CNN,63,2018-04-28 18:15:04+00:00,0.1779,0.0,0.855,0.145,Everything Amazon has added to Prime over the years https://t.co/9hB9XzHbLG https://t.co/yDYCJrI2z8
CNN,62,2018-04-28 18:15:00+00:00,0.8834,0.0,0.57,0.43,New Orleans residents share their pride and passion for their home as the city celebrates its 300th anniversary… https://t.co/UfCy8h12Di
CNN,61,2018-04-28 18:00:09+00:00,-0.4767,0.162,0.838,0.0,"White House shows documents to defend Dr. Ronny Jackson on car accident, some questions over pills… https://t.co/5c3ChCSNym"
CNN,60,2018-04-28 17:45:05+00:00,-0.34,0.112,0.888,0.0,President Trump calls for Democratic Sen. Jon Tester to resign over his opposition to White House physician Ronny J… https://t.co/ZJhmRN8aAc
CNN,59,2018-04-28 17:30:13+00:00,0.0,0.0,1.0,0.0,The Gaia satellite gave us a new star map that is out of this world https://t.co/AF3vhrj9jy (via @CNNOpinion) https://t.co/7t7pSfFiFe
CNN,58,2018-04-28 17:15:06+00:00,0.5106,0.0,0.784,0.216,Liberian ex-President Ellen Johnson Sirleaf dedicates $5M prize to women's empowerment https://t.co/Z1FxeTtMCz https://t.co/C7PSeLQaXL
CNN,57,2018-04-28 17:00:07+00:00,-0.6369,0.292,0.593,0.114,"Judge in case Jeff Sessions picked for immigrant domestic violence asylum review issued ""clearly erroneous"" decisio… https://t.co/iCPBhArGFZ"
CNN,56,2018-04-28 16:45:02+00:00,0.4019,0.0,0.803,0.197,British toddler Alfie Evans dies after life support is withdrawn https://t.co/kWyjArvwSW https://t.co/aivTfu5iCV
CNN,55,2018-04-28 16:30:09+00:00,-0.6705,0.36,0.64,0.0,Military officials killed in Somalia restaurant blast https://t.co/eX3me7Hdx4 https://t.co/R8s04UZkvK
CNN,54,2018-04-28 16:15:06+00:00,-0.296,0.196,0.804,0.0,Here's what you missed during a busy news week https://t.co/rsVrBe1WFd https://t.co/AaO16FxKqY
CNN,53,2018-04-28 16:00:11+00:00,0.4404,0.0,0.769,0.231,Defense Secretary James Mattis woos National Security Advisor John Bolton with breakfast club invite… https://t.co/1LDQiN4soe
CNN,52,2018-04-28 15:45:11+00:00,-0.8957,0.607,0.393,0.0,Soldiers among 6 killed in Afghanistan car bomb attack https://t.co/GMsLhU1UE9 https://t.co/tEGfMBMEvl
CNN,51,2018-04-28 15:34:24+00:00,0.0,0.0,1.0,0.0,President Trump and South Korean President Moon talk ahead of North Korea meeting https://t.co/t6LGP10E07 https://t.co/HjO4dSX67p
CNN,50,2018-04-28 15:00:06+00:00,0.5574,0.0,0.841,0.159,"Kanye West just released a new song defending his praise for Trump. The track features West debating with Tip ""T.I.… https://t.co/asge9HLqNw"
CNN,49,2018-04-28 14:31:01+00:00,0.0,0.0,1.0,0.0,3000 miles. Sickness. Trains of trash. A 27-year-old pregnant mother of two recounts fleeing from Honduras alongsid… https://t.co/wzULYjTADs
CNN,48,2018-04-28 14:01:08+00:00,-0.6249,0.255,0.745,0.0,These kids were being bullied. Then a photographer transformed them into Avengers superheroes… https://t.co/oRtaz9zecY
CNN,47,2018-04-28 13:31:07+00:00,-0.3612,0.217,0.783,0.0,Here's how far teacher salaries have fallen behind https://t.co/6XtGE8D2nK https://t.co/hcdGo2sAPZ
CNN,46,2018-04-28 13:01:07+00:00,0.34,0.0,0.805,0.195,Amazon is raising the price of Amazon Prime from $99 to $119 per year https://t.co/N0DpVCku8I https://t.co/84REwojwf9
CNN,45,2018-04-28 12:31:03+00:00,0.0,0.0,1.0,0.0,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/Rfw1DgEHKD
CNN,44,2018-04-28 12:01:02+00:00,0.7717,0.0,0.642,0.358,"The super groovy talent behind ""Schoolhouse Rock"" | By Gene Seymour via @CNNOpinion https://t.co/8P3O7IDmnH https://t.co/rTKmd9z58Q"
CNN,43,2018-04-28 11:31:05+00:00,0.0,0.0,1.0,0.0,"As the world's most populous nation, with the second-biggest economy, China is finding new and increasingly nerve-r… https://t.co/lfY9olJ3FX"
CNN,42,2018-04-28 11:01:02+00:00,0.3612,0.0,0.828,0.172,Get ready for the world's longest nonstop flight: Almost 20 hours https://t.co/ILyfh70lqm https://t.co/e8HtT9SZXf
CNN,41,2018-04-28 10:46:04+00:00,0.7501,0.0,0.767,0.233,"""Hannity is a very wealthy man. So is Donald Trump. It appears that part of the way they became rich was by decryin… https://t.co/tZ5M9pVhL9"
CNN,40,2018-04-28 10:31:05+00:00,-0.1779,0.145,0.855,0.0,These mysterious Arctic ice holes have NASA scientists puzzled https://t.co/EX5e9ACPux https://t.co/93xOfQRUqP
CNN,39,2018-04-28 10:16:05+00:00,-0.5267,0.167,0.833,0.0,A man was threatening to jump off an overpass so these truckers parked underneath to break his fall… https://t.co/gMe3YRDj4A
CNN,38,2018-04-28 10:01:05+00:00,0.0,0.0,1.0,0.0,Nickelodeon is bringing back 'Double Dare' https://t.co/hJqRcKg93b https://t.co/Xkj4pEPnWO
CNN,37,2018-04-28 09:46:01+00:00,0.0,0.0,1.0,0.0,"Walmart's CEO earns 1,188 times as much as the company's median worker https://t.co/EfQG8ccR3e https://t.co/Ihk2Ta8Rju"
CNN,36,2018-04-28 09:31:09+00:00,0.0,0.0,1.0,0.0,The hands did the talking during Macron's visit | GIF analysis by Brenna Williams https://t.co/sNMkmqz3Sx https://t.co/pt9qgW5ko9
CNN,35,2018-04-28 09:16:04+00:00,-0.6705,0.2,0.8,0.0,Fakhir Berwari disarmed thousands of mines in northern Iraq from 2003 until an improvised explosive device killed h… https://t.co/Ye5yQUIzdS
CNN,34,2018-04-28 09:01:05+00:00,0.6124,0.0,0.8,0.2,A study says it takes about 50 hours with someone before you consider them a casual friend -- and 200 before you ac… https://t.co/eMOqOmjF89
CNN,33,2018-04-28 08:46:05+00:00,0.0258,0.1,0.797,0.104,"After an argument with his mom, this 12-year-old boy used his mom's credit card and flew to Bali on his own… https://t.co/D1nKqPmrhc"
CNN,32,2018-04-28 08:31:03+00:00,0.0,0.0,1.0,0.0,"For Jessica Nabongo, becoming the first black woman to visit every country on Earth isn't just about getting her na… https://t.co/txxkotHPj2"
CNN,31,2018-04-28 08:16:03+00:00,0.0,0.0,1.0,0.0,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/p6nbLqCHWp
CNN,30,2018-04-28 08:01:06+00:00,0.0,0.0,1.0,0.0,"Colin Jost and Michael Che, anchors of ""Weekend Update"" on ""SNL,"" will co-host this year's Emmy Awards… https://t.co/hzkZFe2HlH"
CNN,29,2018-04-28 07:31:06+00:00,0.0,0.0,1.0,0.0,These are some of the most exquisite libraries in the world https://t.co/0wtZCbCJgV https://t.co/gi0GUYc75V
CNN,28,2018-04-28 07:18:53+00:00,-0.296,0.115,0.885,0.0,"Mamma Mia, here they go again -- Swedish pop group ABBA is back with new music https://t.co/HUT2Rm829u https://t.co/fOxtzv4HDr"
CNN,27,2018-04-28 07:16:06+00:00,0.0,0.0,1.0,0.0,"Meet the new Gmail, now with disappearing messages https://t.co/Ksi3MlFdNJ https://t.co/FrbxXGAutx"
CNN,26,2018-04-28 07:01:02+00:00,-0.743,0.317,0.566,0.117,It took a devastating earthquake and ensuing tsunami to transform Misaki Tanaka's view of disaster relief and inspi… https://t.co/8MGqeZbKwS
CNN,25,2018-04-28 06:31:06+00:00,-0.7003,0.453,0.547,0.0,Australia's forgotten indigenous World War II veterans https://t.co/SdBpb0LL6Y https://t.co/2uZd6HIQOY
CNN,24,2018-04-28 06:16:00+00:00,0.3818,0.0,0.852,0.148,You can now set your Gmail messages to expire or protect them with a passcode https://t.co/aOxy8GBHAR https://t.co/Q9TSfp3pUz
CNN,23,2018-04-28 06:01:02+00:00,0.4588,0.0,0.875,0.125,"NASA is going to Mars again, this time with the first spaceship dedicated to digging deep below the surface to find… https://t.co/uIH7xsWR2v"
CNN,22,2018-04-28 05:46:00+00:00,-0.228,0.197,0.655,0.147,"Orange is comforting. 
Pink makes us less violent. 

The psychology of color: https://t.co/FMeiwT4rwA https://t.co/lfsHdeHxzI"
CNN,21,2018-04-28 05:31:01+00:00,0.2732,0.115,0.723,0.162,A young US serviceman injured in Afghanistan was the recipient of the world's first successful total penis and scro… https://t.co/oFMuRbK1Xb
CNN,20,2018-04-28 05:16:00+00:00,-0.3612,0.116,0.884,0.0,"Nickelodeon is reviving trivia game show ""Double Dare"" for a new generation of kids to compete in messy physical ch… https://t.co/sCERaakGAi"
CNN,19,2018-04-28 05:01:06+00:00,0.0,0.0,1.0,0.0,"While this teacher was working her second job as a cashier, a customer slipped her an envelope. When she opened it,… https://t.co/HpzJ7XyrFd"
CNN,18,2018-04-28 04:46:05+00:00,-0.7506,0.33,0.67,0.0,"Fearing that climate change is hurting their sport, Winter Olympians take on politics https://t.co/9eEe59WpGx https://t.co/ZfBdTgcZBZ"
CNN,17,2018-04-28 04:31:07+00:00,0.0516,0.09,0.812,0.098,"Exposure to the kind of blue light emitted by outdoor LEDs, smartphones and tablets may increase your risk of breas… https://t.co/JQ2FYeaqWE"
CNN,16,2018-04-28 04:16:04+00:00,0.0,0.0,1.0,0.0,History was made Friday when Kim Jong Un became the first North Korean leader to cross into South Korean territory… https://t.co/wQ0jonYk04
